Unnamed: 0,title,description,job_level,languages,assessment_length,downloads,url,test_type,content_hash
445,Digital Readiness Development Report - IC,this participantoriented report is aimed at individual contributors nonmanagerial and summarizes the way that they have described their typical style at work and is interpreted against shls digital readiness framework the report describes the way the person typically behaves rather than their actual skill levels it gives an indication of the individuals likely strengths in each area and makes suggestions for development activities based upon the information gained from the questionnaire note this report is specifically aimed at individual contributors a version designed for managers is also available see digital readiness report managers,,,,"[{'name': 'Sample Report', 'url': 'https://service.shl.com/docs/Sample Report Digital readiness DR - Individual Contributor UKE.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/Sample Report Digital readiness DR - Individual Contributor LAS.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/Sample Report Digital readiness DR - Individual Contributor USE.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/Digital Readiness Development report(Individual Contributor)_PTBR.pdf', 'language': 'Multi-language'}]",https://www.shl.com/solutions/products/product-catalog/view/digital-readiness-development-report/,p,5340ceb14dc325793ffba907b686eeda
448,C++ Programming (New),multichoice test that measures the knowledge of programming in the c language and the ability to use the c standard library to write code,midprofessional professional individual contributor,english usa,10.0,"[{'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/C%2B%2B Programming (New).pdf', 'language': 'Multi-language'}]",https://www.shl.com/solutions/products/product-catalog/view/c-programming-new-4122/,k,f1c360a6bf64b6f0d5ad96cc27dbba3e
449,Dependability and Safety Instrument (DSI),the dsi is a short prescreening tool for many key entrylevel roles it is designed to identify potential employees who will have good dependability and reliability and who are less likely to engage in counterproductive work behaviors note turkish end june 2012 and romanian end may 2013 are on limited beta relase,entrylevel,portuguese brazil chinese traditional danish dutch finnish french german icelandic chinese simplified english international italian latin american spanish polish swedish english usa norwegian russian,10.0,"[{'name': 'Product fact sheet', 'url': 'https://service.shl.com/docs/DSI_Fact Sheet.pdf', 'language': 'Multi-language'}]",https://www.shl.com/solutions/products/product-catalog/view/dependability-and-safety-instrument-dsi/,p,c4094ed018a61b9906ee4b416048d079
450,Data Entry (New),simulated data entry test that measures the ability to accurately transcribe data from prefilled forms and the ability to verify prefilled data,entrylevel,english usa,4.0,"[{'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Data Entry (New).pdf', 'language': 'Multi-language'}]",https://www.shl.com/solutions/products/product-catalog/view/data-entry-new/,s,a9529177b02f79a45500a2bb4bf95e37
451,OPQ Universal Competency Report 1.0,this opq occupational personality questionnaire report is based on the universal competency framework it graphically outlines how an individuals typical way of behaving is likely to impact on competencies it provides a graphical scale for each competency and summarises aspects of personality which contribute positively or negatively to each competency please note this report is currently being updated on talent central as part of a reporting refresh project and there may be visual differences when comparing talent central reports to ones generated on other assessment platforms differences are regarding the layout and display of the reports only and do not affect the underlying scoring when viewing sample reports please ensure you select the appropriate language and platform example where a sample report has no platform indicated it is available on both the talent central and soda platforms,graduate director executive front line manager general population supervisor manager midprofessional professional individual contributor,,,"[{'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/OPQ_Universal_Competency_Report_Fact_Sheet.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/OPQ32 Universal Competency Report English International.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report TC Version', 'url': 'https://service.shl.com/docs/OPQ32 Universal Competency Report (TC Version) English International.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/OPQ32 Universal Competency Report French (Canada).pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/OPQ32 Universal Competency Report Spanish ( North America ).pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/OPQ32 Universal Competency Report English (US).pdf', 'language': 'Multi-language'}, {'name': 'Sample Report TC Version', 'url': 'https://service.shl.com/docs/OPQ32 Universal Competency Report (TC Version) English (US).pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/OPQ Universal Competency Report_Arabic.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/OPQ32 Universal Competency Report Chinese Traditional.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/OPQ32 Universal Competency Report Chinese Simplified.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report TC Version', 'url': 'https://service.shl.com/docs/OPQ32 Universal Competency Report (TC Version) Chinese Simplified.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/OPQ32 Universal Competency Report Indonesian.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/OPQ32 Universal Competency Report Japanese.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/OPQ32 Universal Competency Report Korean.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/OPQ UNIVERSAL COMPETENCY REPORT VIT.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/OPQ32 Universal Competency Report Czech.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/Sample_Candidate_OPQ32UniversalCompetencyReport_Danish.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/OPQ32 Universal Competency Report Dutch.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report TC Version', 'url': 'https://service.shl.com/docs/OPQ32 Universal Competency Report (TC Version) Dutch.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/Sample_Candidate_OPQ32UniversalCompetencyReport_Finnish.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/OPQ32 Universal Competency Report French.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report TC Version', 'url': 'https://service.shl.com/docs/OPQ32 Universal Competency Report (TC Version) French.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/OPQ32 Universal Competency Report German.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report TC Version', 'url': 'https://service.shl.com/docs/OPQ32 Universal Competency Report (TC Version) German.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/OPQ32 Universal Competency Report Greek.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/OPQ32 Universal Competency Report Hungarian.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/OPQ32 Universal Competency Report Italian.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report TC Version', 'url': 'https://service.shl.com/docs/OPQ32 Universal Competency Report (TC Version) Italian.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/OPQ Universal Competency Report_Latvian.pdf.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/Sample_Candidate_OPQ32UniversalCompetencyReport_Norwegain.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/OPQ32 Universal Competency Report Polish.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/OPQ32 Universal Competency Report Portuguese.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/OPQ32 Universal Competency Report Romanian.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/OPQ32 Universal Competency Report Russian.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/OPQ32 Universal Competency Report Serbian.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/OPQ32 Universal Competency Report Slovakian.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/OPQ32 Universal Competency Report Spanish.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/Sample_Candidate_OPQ32UniversalCompetencyReport_Swedish.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/OPQ32 Universal Competency Report Turkish.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/OPQ32 Universal Competency Report Icelandic.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/OPQ32 Universal Competency Report Portuguese (Brazil).pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/OPQ32 Universal Competency Report Thai.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/Sample_Candidate1_OPQ32UniversalCompetencyReport_MAL.pdf', 'language': 'Multi-language'}]",https://www.shl.com/solutions/products/product-catalog/view/opq-universal-competency-report/,p,3b3e77f59f99ac025f988152744669f1
452,Node.js (New),multichoice test that measures the basic knowledge of nodejs such as events streams file system error handling concurrency db handling and express framework,midprofessional professional individual contributor,english usa,9.0,"[{'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Node.js (New).pdf', 'language': 'Multi-language'}]",https://www.shl.com/solutions/products/product-catalog/view/node-js-new/,k,0b5b44a88af872fc88fb9fbe404d7ca5
453,Microsoft Word 365 (New),the microsoft word 365 simulation evaluates ability to perform certain operations in a simulated environment of microsoft word and includes the following topics applying illustrations and graphics applying page layout creating content creating printing and saving documents formatting content proofreading documents and reviewing maintaining and securing documents,entrylevel,english usa,35.0,"[{'name': 'Fact Sheet', 'url': 'https://service.shl.com/docs/Microsoft Word 365.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/Microsoft Word 365 (new) sample report.pdf', 'language': 'Multi-language'}]",https://www.shl.com/solutions/products/product-catalog/view/microsoft-word-365-new/,s k,d45340bd7fb4fd29c6728ef278f215e1
454,OPQ Premium Plus Report,this opq occupational personality questionnaire report contains a selection of reports including opq profile user report manager plus report candidate plus report universal competency report team impact selection report,supervisor front line manager general population graduate manager midprofessional professional individual contributor director executive,,,"[{'name': 'Sample Report', 'url': 'https://service.shl.com/docs/SHL OPQ32 Premium Plus Report.pdf', 'language': 'Multi-language'}]",https://www.shl.com/solutions/products/product-catalog/view/opq-premium-plus-report/,p,a729e65d9288d5f71596222cf177f273
455,Industrial - Professional and Skilled 7.0 Solution,our industrial professional and skilled 70 solution is designed to measure the behaviors and experiences that underlie successful and safe performance in the workplace for specialized technical or professional industrial roles this solution assesses mechanical comprehension and other foundational behaviors including behaving safely and efficiently in the workplace installing repairing andor maintaining equipment and machinery making sound mechanical decisions maintaining an orderly work environment and producing high quality and reliable work report language availability english usa latin american spanish,entrylevel,latin american spanish english usa english international french canada,49.0,"[{'name': 'Industrial - Professional Skilled Detailed Report', 'url': 'https://service.shl.com/docs/Industrial Professional Skilled Candidate Detailed Report NAS.pdf', 'language': 'Multi-language'}, {'name': 'Industrial - Professional Skilled Development Report', 'url': 'https://service.shl.com/docs/Industrial Professional Skilled Candidate Development Report NAS.pdf', 'language': 'Multi-language'}, {'name': 'Industrial - Professional Skilled Interview Report', 'url': 'https://service.shl.com/docs/Industrial Professional Skilled Candidate Interview Report NAS.pdf', 'language': 'Multi-language'}, {'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/7.0Industrial_Professional_FactSheet(USE)v2.pdf', 'language': 'Multi-language'}, {'name': 'Industrial - Professional Skilled Detailed Report', 'url': 'https://service.shl.com/docs/Industrial_Skilled&Prof_DetailedReport.pdf', 'language': 'Multi-language'}, {'name': 'Industrial - Professional Skilled Development Report', 'url': 'https://service.shl.com/docs/Industrial_Skilled&Prof_DevelopmentReport.pdf', 'language': 'Multi-language'}, {'name': 'Industrial - Professional Skilled Interview Report', 'url': 'https://service.shl.com/docs/Industrial_Skilled&Prof_InterviewReport.pdf', 'language': 'Multi-language'}]",https://www.shl.com/solutions/products/product-catalog/view/industrial-professional-and-skilled-7-0-solution/,a b,bc9d469fb4cf6886c1d251d4afed477e
458,SVAR - Spoken English (Indian Accent)  (New),an automated spoken english test that measures fluency pronunciation active listening vocabulary grammar and spoken english understanding your use of this assessment product may be subject to new york city law 144 regulation of the use of automated employment decision tools dated july 5 2023 compliance with law 144 is your responsibility read more on httpswwwshlcomlegalshlusregulatorycompliance,entrylevel,english usa,360.0,"[{'name': 'Product Flyer', 'url': 'https://service.shl.com/docs/Language Assessment Flyer.pdf', 'language': 'Multi-language'}]",https://www.shl.com/solutions/products/product-catalog/view/svar-spoken-english-indian-accent-new/,s,ce8738ecefca70d7e3839b9895379600
459,Medical Terminology (New),multichoice test that measures the knowledge of different medical terms and abbreviations related to the human body diseases and diagnosis,graduate midprofessional professional individual contributor,english usa,3.0,"[{'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Medical Terminology (New).pdf', 'language': 'Multi-language'}]",https://www.shl.com/solutions/products/product-catalog/view/medical-terminology-new/,k,7c018202867985babc38d1438ecac31c
460,Pharmaceutical Analysis (New),multichoice test that measures the knowledge of laboratory analytical techniques such as chromatography titration spectroscopy and spectrophotometry,graduate midprofessional professional individual contributor,english usa,12.0,"[{'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Pharmaceutical Analysis (New).pdf', 'language': 'Multi-language'}]",https://www.shl.com/solutions/products/product-catalog/view/pharmaceutical-analysis-new/,k,0c6259fa2404d8aa2e3950be2593285f
461,Microsoft Excel 365 (New),the microsoft excel 365 simulation evaluates ability to perform certain operations in a simulated environment of ms excel and includes the following topics applying formulas and functions creating and analyzing data formatting cells data and content managing workbooks and worksheets presenting data visually printing and views and sharing maintaining and securing workbooks,entrylevel,english usa,35.0,"[{'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Microsoft Excel 365.pdf', 'language': 'Multi-language'}]",https://www.shl.com/solutions/products/product-catalog/view/microsoft-excel-365-new/,k s,93969bf1a3d7b62c0313b69723be013f
462,Programming Concepts,the programming concepts test measures knowledge of the core aspects of computer science programming that is valid across programming languages designed for all programmers this test covers the following topics algorithms complex data types data access productivity and quality program flow program structure programming paradigms user interface variables data types and operators,midprofessional professional individual contributor,designed for all programmers this test covers the following topics algorithms complex data types data access productivity and quality program flow program structure programming paradigms user interface variables data types and operators job levels midprofessional professional individual contributor languages english usa,25.0,"[{'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Fact Sheet_Programming Concepts.pdf', 'language': 'Multi-language'}]",https://www.shl.com/solutions/products/product-catalog/view/programming-concepts/,k,368f13d9135e9001640ee465e0fc2af7
463,Project Management (2013),the project management 2013 test measures knowledge of how to manage projects to ensure that objectives are completed on time and within budget the test is based on project management institutes pmis project management body of knowledge pmbok fifth edition methodology designed for all professionals this test covers the following topics project communications management project cost management project human resource management project management characteristics project management methodologies project procurement management project quality management project risk management project scope management project stakeholder management and project time management,midprofessional professional individual contributor,english usa,30.0,"[{'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/BB_Fact_Sheet_ProjectManagement.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/Sample report Project management (2013).pdf', 'language': 'Multi-language'}]",https://www.shl.com/solutions/products/product-catalog/view/project-management-2013/,k,7505d72dc978b177a59c56534a36d161
464,SHL Verify Interactive – Numerical Reasoning,assesses how the candidate comprehends numerical information in various formats,graduate manager midprofessional professional individual contributor,french german italian dutch chinese simplified danish finnish norwegian swedish estonian latvian lithuanian english international english usa czech polish latin american spanish spanish thai japanese korean portuguese portuguese brazil chinese traditional hungarian indonesian russian romanian turkish french canada greek slovak serbian arabic,20.0,"[{'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Product Factsheet_Verify Interactive Numerical.pdf', 'language': 'Multi-language'}, {'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Product Factsheet_Verify Interactive Numerical DA FINAL V3.pdf', 'language': 'Multi-language'}, {'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Product Factsheet_Verify Interactive Numerical NL FINAL V2.pdf', 'language': 'Multi-language'}, {'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Product Factsheet_Verify Interactive Numerical FR FINAL V2.pdf', 'language': 'Multi-language'}, {'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Product Factsheet_Verify Interactive Numerical DE FINAL V3.pdf', 'language': 'Multi-language'}, {'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Product Factsheet_Verify Interactive Numerical IT FINAL V3.pdf', 'language': 'Multi-language'}, {'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Product Factsheet_Verify Interactive Numerical SV FINAL V2.pdf', 'language': 'Multi-language'}]",https://www.shl.com/solutions/products/product-catalog/view/shl-verify-interactive-numerical-reasoning/,a s,cca42857ef6be04518c72458661e5a83
465,Economics (New),multichoice test that measures the conceptual knowledge of microeconomics macroeconomics and international trade,graduate midprofessional professional individual contributor,english usa,13.0,"[{'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Economics (New).pdf', 'language': 'Multi-language'}]",https://www.shl.com/solutions/products/product-catalog/view/economics-new/,k,13903a6462181f5de0d9a9817c5cfd94
466,Java 8 (New),multichoice test that measures the knowledge of java class design exceptions generics collections concurrency jdbc and java io fundamentals,midprofessional professional individual contributor,english usa,18.0,"[{'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Java 8 (New).pdf', 'language': 'Multi-language'}]",https://www.shl.com/solutions/products/product-catalog/view/java-8-new/,k,a8e11ec0bd59ecebfe83ac1ea81e200b
467,Microservices (New),multichoice test that measures the knowledge of microservices architecture soa and microservices patterns,midprofessional professional individual contributor,english usa,7.0,"[{'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Microservices (New).pdf', 'language': 'Multi-language'}]",https://www.shl.com/solutions/products/product-catalog/view/microservices-new/,k,d914eac161e567409d0922aef8ba7c59
468,Apache Hadoop Extensions (New),multichoice test that measures the conceptual knowledge of pig hive and hbase,midprofessional professional individual contributor,english usa,9.0,"[{'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Apache Hadoop Extensions (New).pdf', 'language': 'Multi-language'}]",https://www.shl.com/solutions/products/product-catalog/view/apache-hadoop-extensions-new/,k,049a4844d7698d4db8567e11c45ee2e1
469,Cloud Computing (New),multichoice test that measures the knowledge of cloud computing concepts cloud service models virtualization and private clouds,midprofessional professional individual contributor,english usa,8.0,"[{'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Cloud Computing (New).pdf', 'language': 'Multi-language'}]",https://www.shl.com/solutions/products/product-catalog/view/cloud-computing-new/,k,9963a8f5b3e121456c5ec81c86399912
470,Linux Administration (New),multichoice test that measures knowledge of the linux operating system and its application in system administration and network administration,midprofessional professional individual contributor,english usa,10.0,"[{'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Linux Administration (New).pdf', 'language': 'Multi-language'}]",https://www.shl.com/solutions/products/product-catalog/view/linux-administration-new/,k,d6290207ea244a5774207dcfe27b315a
471,Entry Level Customer Serv-Retail & Contact Center,the precise fit entry level customer service solution retailcontact center is for entrylevel positions in which employees interact with customers by providing information or carrying out customer requests related to an organizations products or services sample tasks for these jobs include but are not limited to interacting with customers on the phone or in person taking orders solving product or service issues and responding positively to difficult or irate customers report language availability english usa,entrylevel,latin american spanish german french chinese simplified swedish arabic english international english usa french canada italian dutch norwegian finnish danish,19.0,"[{'name': 'Product fact sheet', 'url': 'https://service.shl.com/docs/Precise Fit_EntryLevel CSS (Retail CC)_Fact Sheet.pdf', 'language': 'Multi-language'}, {'name': 'Detailed Report', 'url': 'https://service.shl.com/docs/Entry Level Custom Service (Retail and Contact Center) - Detailed Report.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report (Development)', 'url': 'https://service.shl.com/docs/Entry Level Custom Service (Retail and Contact Center) - Development Report.pdf', 'language': 'Multi-language'}, {'name': 'Interview Report', 'url': 'https://service.shl.com/docs/Entry Level Custom Service (Retail and Contact Center) - Interview Report.pdf', 'language': 'Multi-language'}, {'name': 'Product fact sheet', 'url': 'https://service.shl.com/docs/Precise Fit_EntryLevel CSS (Retail CC)_Fact Sheet CHS.pdf', 'language': 'Multi-language'}]",https://www.shl.com/solutions/products/product-catalog/view/entry-level-customer-serv-retail-and-contact-center/,p c,592a58333115b80c2718bba34a8c4d20
472,Pharmaceutical Chemistry (New),multichoice test that measures the knowledge of physical chemistry organic chemistry inorganic chemistry biochemistry and medicinal chemistry,graduate midprofessional professional individual contributor,english usa,17.0,"[{'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Pharmaceutical Chemistry (New).pdf', 'language': 'Multi-language'}]",https://www.shl.com/solutions/products/product-catalog/view/pharmaceutical-chemistry-new/,k,7746db3e629dfb35aa2ba3562641e5ee
473,SHL Verify Interactive Numerical Calculation,the verify interactive numerical calculation test measures a candidates ability to work with numbers and use appropriate mathematics in different situations the numerical ability test requires candidates to understand order of operations perform numerical calculations and identify errors in calculations the numerical calculation test though it is adaptive is ideal for entrylevel jobs that require completing simple numerical calculations quickly and accurately,entrylevel,english usa english international,10.0,"[{'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Verify Interactive Numerical Calc Factsheet .pdf', 'language': 'Multi-language'}]",https://www.shl.com/solutions/products/product-catalog/view/shl-verify-interactive-numerical-calculation/,a,e521a83300bebe3116c0c94e3e4c058c
474,Basic Computer Literacy (Windows 10) (New),the basic computer literacy windows 10 simulation measures knowledge of general computer terminology processes and applications and the ability to perform certain operations in a simulated environment resembling the actual application this simulation consists of both multiple choice and simulationbased questions and includes the following topics application software computer terms internet and email managing files operating system and parts of the computer,entrylevel,english usa,30.0,"[{'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Basic Computer Literacy (Windows 10).pdf', 'language': 'Multi-language'}]",https://www.shl.com/solutions/products/product-catalog/view/basic-computer-literacy-windows-10-new/,s k,901668c86023a5c21de672c90789db31
475,Pharmacology (New),multichoice test that measures the knowledge of pharmacological drugs classification chemotherapy inflammatory disorders drug action on nervous system endocrine pharmacology drug action on circulatory system and gi tract,graduate midprofessional professional individual contributor,english usa,12.0,"[{'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Pharmacology (New).pdf', 'language': 'Multi-language'}]",https://www.shl.com/solutions/products/product-catalog/view/pharmacology-new/,k,61da1fac50483c8dae9bd9482f8d26fe
476,Business Communication (adaptive),this is an adaptive test that measures knowledge of communicating in the workplace it measures the skills necessary to communicate effectively with coworkers at all levels and with external business contacts designed for the average business worker this test includes the following topics electronic communication employment communication listening meetings nonverbal communication verbal communication and written communication,entrylevel front line manager manager midprofessional professional individual contributor,english usa,24.0,"[{'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Fact Sheet_Business Communication (adaptive).pdf', 'language': 'Multi-language'}]",https://www.shl.com/solutions/products/product-catalog/view/business-communication-adaptive/,k,de5845c94c658e3d4465cbd5521c7619
477,Bank Operations Supervisor - Short Form,the bank operations supervisor solution is for job candidates applying to entrylevel leadership positions who tend to supervise hourly employees sample tasks for these jobs include but are not limited to planning and preparing work schedules assigning employees to specific duties coaching employees on attendance conduct schedule adherence and work tasks developing employees skills training subordinates prioritizing multiple tasks and priorities and making daytoday decisions with minimal guidance from others potential job titles that use this solution are team leader first line supervisor processing supervisor call center supervisor and customer service supervisor there are multiple configurations and versions of this solution available,front line manager manager supervisor,english usa,45.0,"[{'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Fact Sheet Bank Operations Supervisor One Sitting_USE.pdf', 'language': 'Multi-language'}]",https://www.shl.com/solutions/products/product-catalog/view/bank-operations-supervisor-short-form/,a b p s,ca891c33e6a994ae386e420a7043d009
479,SVAR - Spoken Spanish (North American) (New),test automatizado de espaol oral que mide la fluidez la pronunciacin la escucha activa el vocabulario la gramtica y la comprensin oral del espaol your use of this assessment product may be subject to new york city law 144 regulation of the use of automated employment decision tools dated july 5 2023 compliance with law 144 is your responsibility read more on httpswwwshlcomlegalshlusregulatorycompliance,entrylevel,latin american spanish,360.0,"[{'name': 'Product Flyer', 'url': 'https://service.shl.com/docs/Language Assessment Flyer.pdf', 'language': 'Multi-language'}, {'name': 'Fact Sheet', 'url': 'https://service.shl.com/docs/SVAR Spoken Spanish (North  American).pdf', 'language': 'Multi-language'}]",https://www.shl.com/solutions/products/product-catalog/view/svar-spoken-spanish-north-american-new/,s,e730169c91ae8a46c90d19dac0597840
480,Entry Level Sales Solution,the precise fit entry level sales roles solution is for entrylevel positions in which employees proactively sell products or services to customers and have their compensation andor performance based on sales revenue sample tasks for these jobs include but are not limited to promoting products to customers persuading customers to buy products and completing a transaction with a customer report language availability english usa,entrylevel,german italian chinese simplified finnish danish english usa english international latin american spanish french canada french dutch norwegian swedish arabic,20.0,"[{'name': 'Candidate Report', 'url': 'https://service.shl.com/docs/Sales 7.1 Candidate NAS Sample Candidate.pdf', 'language': 'Multi-language'}, {'name': 'Detailed Report', 'url': 'https://service.shl.com/docs/Sales 7.1 Detailed NAS Sample Candidate.pdf', 'language': 'Multi-language'}, {'name': 'Interview Report', 'url': 'https://service.shl.com/docs/Sales 7.1 Interview NAS Sample Candidate.pdf', 'language': 'Multi-language'}, {'name': 'Product fact sheet', 'url': 'https://service.shl.com/docs/Precise Fit_EntryLevel Sales_Fact Sheet.pdf', 'language': 'Multi-language'}, {'name': 'Detailed Report', 'url': 'https://service.shl.com/docs/Entry Level Sales -Sample Detailed Report.pdf', 'language': 'Multi-language'}, {'name': 'Development Report', 'url': 'https://service.shl.com/docs/Entry Level Sales -Sample Development Report.pdf', 'language': 'Multi-language'}, {'name': 'Interview Report', 'url': 'https://service.shl.com/docs/Entry Level Sales -Sample Interview Report.pdf', 'language': 'Multi-language'}, {'name': 'Product fact sheet', 'url': 'https://service.shl.com/docs/Precise Fit_EntryLevel Sales_Fact Sheet CHS.pdf', 'language': 'Multi-language'}]",https://www.shl.com/solutions/products/product-catalog/view/entry-level-sales-solution/,c p,662fc56e19e32d9fee714089086b4ca2
481,Power Electronics and Drives (New),multichoice test that measures the knowledge of power semiconductor devices power electronic converters drives and control systems,midprofessional professional individual contributor graduate,english usa,15.0,"[{'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Power Electronics and Drives (New).pdf', 'language': 'Multi-language'}]",https://www.shl.com/solutions/products/product-catalog/view/power-electronics-and-drives-new/,k,4c81dc18525e75aebe187fdf5a485d18
482,GIT (New),multichoice test that measures the knowledge of how to use git for version control,midprofessional professional individual contributor,english usa,13.0,"[{'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/GIT (New).pdf', 'language': 'Multi-language'}]",https://www.shl.com/solutions/products/product-catalog/view/git-new/,k,5c32044cb6eb318f200b0796734518bc
483,Basic Statistics (New),multichoice test that measures the knowledge of statistical methods exploratory analysis basics of probability standard distributions and statistical testing,graduate midprofessional professional individual contributor,english usa,10.0,"[{'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Basic Statistics (New).pdf', 'language': 'Multi-language'}]",https://www.shl.com/solutions/products/product-catalog/view/basic-statistics-new/,k,eb9cd768d3b2b7c366f785529c7b796f
